pair_id,platform,unit_id,order,elapsed_on_ns,elapsed_off_ns,on_request_hash,off_request_hash
timing-000001,Rikibot,GV1,on_off,27300,17300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000002,Rikibot,GV2,on_off,26600,18400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000003,Rikibot,GV1,on_off,26100,17600,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000004,Rikibot,GV2,on_off,24400,18100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000005,Rikibot,GV1,on_off,26400,16600,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000006,Rikibot,GV2,off_on,25900,17100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000007,Rikibot,GV1,on_off,26200,16400,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000008,Rikibot,GV2,off_on,24200,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000009,Rikibot,GV1,on_off,37100,16900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000010,Rikibot,GV2,on_off,23900,18400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000011,Rikibot,GV1,on_off,23800,16300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000012,Rikibot,GV2,off_on,24000,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000013,Rikibot,GV1,off_on,31800,17000,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000014,Rikibot,GV2,off_on,25500,18700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000015,Rikibot,GV1,off_on,27100,17200,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000016,Rikibot,GV2,off_on,25300,16600,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000017,Rikibot,GV1,off_on,22900,16000,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000018,Rikibot,GV2,off_on,23800,17000,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000019,Rikibot,GV1,off_on,22800,15800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000020,Rikibot,GV2,on_off,23500,15900,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000021,Rikibot,GV1,off_on,25200,16000,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000022,Rikibot,GV2,off_on,26100,16900,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000023,Rikibot,GV1,off_on,24800,16700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000024,Rikibot,GV2,off_on,23800,17200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000025,Rikibot,GV1,off_on,35100,17500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000026,Rikibot,GV2,off_on,23600,18100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000027,Rikibot,GV1,on_off,25700,16800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000028,Rikibot,GV2,off_on,24900,18500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000029,Rikibot,GV1,on_off,27000,19800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000030,Rikibot,GV2,off_on,25200,17500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000031,Rikibot,GV1,on_off,24700,17500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000032,Rikibot,GV2,on_off,23500,16100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000033,Rikibot,GV1,on_off,23600,15600,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000034,Rikibot,GV2,on_off,24700,16800,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000035,Rikibot,GV1,on_off,27200,17500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000036,Rikibot,GV2,off_on,26000,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000037,Rikibot,GV1,off_on,26300,17500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000038,Rikibot,GV2,on_off,24100,16200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000039,Rikibot,GV1,on_off,23500,16000,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000040,Rikibot,GV2,on_off,24700,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000041,Rikibot,GV1,off_on,24400,16500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000042,Rikibot,GV2,off_on,22400,16000,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000043,Rikibot,GV1,on_off,24700,15500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000044,Rikibot,GV2,on_off,22900,17100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000045,Rikibot,GV1,off_on,24000,15900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000046,Rikibot,GV2,off_on,22300,16200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000047,Rikibot,GV1,off_on,24900,16500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000048,Rikibot,GV2,off_on,22600,15700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000049,Rikibot,GV1,on_off,23900,16100,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000050,Rikibot,GV2,off_on,23100,16300,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000051,Rikibot,GV1,on_off,23300,16300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000052,Rikibot,GV2,on_off,25900,17100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000053,Rikibot,GV1,off_on,25000,16400,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000054,Rikibot,GV2,off_on,23200,16800,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000055,Rikibot,GV1,off_on,23700,16900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000056,Rikibot,GV2,on_off,23500,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000057,Rikibot,GV1,on_off,24500,16600,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000058,Rikibot,GV2,off_on,28800,18100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000059,Rikibot,GV1,on_off,27800,16900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000060,Rikibot,GV2,off_on,24700,18100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000061,Rikibot,GV1,on_off,25500,17700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000062,Rikibot,GV2,off_on,24300,15900,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000063,Rikibot,GV1,off_on,23000,17400,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000064,Rikibot,GV2,on_off,23700,16100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000065,Rikibot,GV1,off_on,24000,16200,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000066,Rikibot,GV2,off_on,24900,17200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000067,Rikibot,GV1,on_off,24900,16700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000068,Rikibot,GV2,off_on,28400,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000069,Rikibot,GV1,off_on,24300,17200,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000070,Rikibot,GV2,off_on,26000,17300,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000071,Rikibot,GV1,on_off,25800,17400,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000072,Rikibot,GV2,on_off,25100,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000073,Rikibot,GV1,off_on,23800,16100,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000074,Rikibot,GV2,off_on,24600,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000075,Rikibot,GV1,off_on,24200,16300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000076,Rikibot,GV2,off_on,22700,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000077,Rikibot,GV1,off_on,25900,16100,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000078,Rikibot,GV2,on_off,25900,16200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000079,Rikibot,GV1,off_on,26300,17800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000080,Rikibot,GV2,on_off,25300,17200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000081,Rikibot,GV1,off_on,32100,16800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000082,Rikibot,GV2,on_off,31900,23900,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000083,Rikibot,GV1,on_off,35100,27000,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000084,Rikibot,GV2,on_off,36400,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000085,Rikibot,GV1,off_on,24800,17300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000086,Rikibot,GV2,on_off,24900,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000087,Rikibot,GV1,on_off,24500,16700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000088,Rikibot,GV2,off_on,25700,16700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000089,Rikibot,GV1,off_on,24800,16900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000090,Rikibot,GV2,on_off,24700,16200,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000091,Rikibot,GV1,off_on,25600,17200,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000092,Rikibot,GV2,off_on,24500,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000093,Rikibot,GV1,off_on,24400,17300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000094,Rikibot,GV2,off_on,22600,15700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000095,Rikibot,GV1,off_on,24400,16300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000096,Rikibot,GV2,on_off,30700,17500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000097,Rikibot,GV1,on_off,27000,17100,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000098,Rikibot,GV2,on_off,25500,18800,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000099,Rikibot,GV1,off_on,25900,17300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000100,Rikibot,GV2,off_on,25200,16500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000101,Rikibot,GV1,off_on,23700,16300,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000102,Rikibot,GV2,off_on,24400,16600,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000103,Rikibot,GV1,off_on,24300,17500,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000104,Rikibot,GV2,off_on,23200,16100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000105,Rikibot,GV1,on_off,23800,15900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000106,Rikibot,GV2,on_off,26600,16600,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000107,Rikibot,GV1,off_on,22600,16100,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000108,Rikibot,GV2,off_on,25800,15700,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000109,Rikibot,GV1,on_off,24500,16700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000110,Rikibot,GV2,on_off,24800,17500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000111,Rikibot,GV1,off_on,24800,17700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000112,Rikibot,GV2,on_off,23600,16500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000113,Rikibot,GV1,on_off,23500,20800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000114,Rikibot,GV2,on_off,26100,18400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000115,Rikibot,GV1,off_on,26000,16900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000116,Rikibot,GV2,off_on,23600,16400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000117,Rikibot,GV1,off_on,24300,16800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000118,Rikibot,GV2,on_off,23600,66800,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000119,Rikibot,GV1,off_on,36100,26700,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000120,Rikibot,GV2,off_on,31400,19000,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000121,Rikibot,GV1,off_on,28700,18200,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000122,Rikibot,GV2,off_on,25700,18500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000123,Rikibot,GV1,on_off,25300,16900,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000124,Rikibot,GV2,on_off,27600,18500,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000125,Rikibot,GV1,off_on,25600,17800,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000126,Rikibot,GV2,on_off,24900,17100,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000127,Rikibot,GV1,off_on,24300,17600,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
timing-000128,Rikibot,GV2,off_on,24300,17400,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa,0dbd166aca6f8ccd65dcaac09649d9ad16f00a5241532d2eafdec287c18643aa
timing-000129,Rikibot,GV1,off_on,25700,19100,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f,9b015884c2a74187f0f552da816aff90ceb27281256fa36084478d3e508edd7f
